album,album_id,album_link,artist,rating,rev_date,reviewer,year
Paradise Goulash,21088,http://www.pitchfork.com/reviews/albums/21088-paradise-goulash/,Prins Thomas,8,"October 13, 2015",Philip Sherburne,2015
Fading Frontier,21039,http://www.pitchfork.com/reviews/albums/21039-fading-frontier/,Deerhunter,8.4,"October 12, 2015",Ian Cohen,2015
It‰Ûªs Great To Be Alive!,21083,http://www.pitchfork.com/reviews/albums/21083-its-great-to-be-alive/,Drive-By Truckers,8,"October 12, 2015",Jonathan Bernstein,2015
Exhausting Fire,21186,http://www.pitchfork.com/reviews/albums/21186-exhausting-fire/,Kylesa,7.4,"October 12, 2015",Brandon Stosuy,2015
Psychic Warfare,20979,http://www.pitchfork.com/reviews/albums/20979-psychic-warfare/,Clutch,6.9,"October 12, 2015",Zoe Camp,2015
Armz House EP,21113,http://www.pitchfork.com/reviews/albums/21113-armz-house-ep/,Cooly G,7.4,"October 12, 2015",Britt Julious,2015
Central Belters,21086,http://www.pitchfork.com/reviews/albums/21086-central-belters/,Mogwai,8,"October 9, 2015",Stuart Berman,2015
Sore,21085,http://www.pitchfork.com/reviews/albums/21085-sore/,Dilly Dally,8,"October 9, 2015",Laura Snapes,2015
Things That Grow,21114,http://www.pitchfork.com/reviews/albums/21114-things-that-grow/,Cara Stacey,7.1,"October 9, 2015",Nina Corcoran,2015
Safe,21051,http://www.pitchfork.com/reviews/albums/21051-safe/,Visionist,7.9,"October 9, 2015",Louis Pattison,2015
Timeline,21185,http://www.pitchfork.com/reviews/albums/21185-timeline/,Mild High Club,6.3,"October 9, 2015",Jonah Bromwich,2015
Where All Is Fled,21095,http://www.pitchfork.com/reviews/albums/21095-where-all-is-fled/,Steve Hauschildt,7.5,"October 8, 2015",Philip Sherburne,2015
Da Reality Show,21080,http://www.pitchfork.com/reviews/albums/21080-da-reality-show/,Young Dro,7.4,"October 8, 2015",Israel Daramola,2015
Beach Music,21138,http://www.pitchfork.com/reviews/albums/21138-beach-music/,Alex G,7.2,"October 8, 2015",Pat Healy,2015
GO:OD AM,21038,http://www.pitchfork.com/reviews/albums/21038-mac-miller-good-am/,Mac Miller,7.3,"October 8, 2015",Tayler Montague,2015
Florasongs EP,21137,http://www.pitchfork.com/reviews/albums/21137-florasongs-ep/,The Decemberists,5.8,"October 8, 2015",Evan Rytlewski,2015
Hallucinogen EP,20432,http://www.pitchfork.com/reviews/albums/20432-hallucinogen-ep/,Kelela,8.3,"October 7, 2015",Anupa Mistry,2015
The Agent Intellect,20966,http://www.pitchfork.com/reviews/albums/20966-the-agent-intellect/,Protomartyr,8.2,"October 7, 2015",J. Edward Keyes,2015
Stretch Music,21105,http://www.pitchfork.com/reviews/albums/21105-stretch-music/,Christian Scott,7.5,"October 7, 2015",Brad Nelson,2015
Why Choose,20965,http://www.pitchfork.com/reviews/albums/20965-why-choose/,Shopping,7.6,"October 7, 2015",Laura Snapes,2015
The Loud Silence,21020,http://www.pitchfork.com/reviews/albums/21020-the-loud-silence/,Donato Dozzy,6.9,"October 7, 2015",Philip Sherburne,2015
Unbreakable,21060,http://www.pitchfork.com/reviews/albums/21060-unbreakable/,Janet Jackson,8,"October 6, 2015",Anupa Mistry,2015
Zipper Down,21115,http://www.pitchfork.com/reviews/albums/21115-zipper-down/,Eagles of Death Metal,7.3,"October 6, 2015",Zoe Camp,2015
Tug of War,21028,http://www.pitchfork.com/reviews/albums/21028-tug-of-war-pipes-of-peace/,Paul McCartney,6.7,"October 6, 2015",Ron Hart,2015
Taking Flight EP,21082,http://www.pitchfork.com/reviews/albums/21082-taking-flight-ep/,Ryan Hemsworth / Lucas,7.3,"October 6, 2015",Mehan Jayasuriya,2015
No No,21078,http://www.pitchfork.com/reviews/albums/21078-no-no/,Co La,6.8,"October 6, 2015",Andrew Gaerig,2015
Natural Born Losers,21079,http://www.pitchfork.com/reviews/albums/21079-nicole-dollanganger-natural-born-losers/,Nicole Dollanganger,6.6,"October 5, 2015",Hazel Cills,2015
I Need New Eyes,21050,http://www.pitchfork.com/reviews/albums/21050-i-need-new-eyes/,Larry Gus,6.4,"October 5, 2015",Abby Garnett,2015
V,21042,http://www.pitchfork.com/reviews/albums/21042-v/,Wavves,6.5,"October 5, 2015",Jeremy Gordon,2015
Holding Hands With Jamie,21029,http://www.pitchfork.com/reviews/albums/21029-holding-hands-with-jamie/,Girl Band,7.8,"October 5, 2015",Laura Snapes,2015
Age of Transparency,21044,http://www.pitchfork.com/reviews/albums/21044-age-of-transparency/,Autre Ne Veut,6,"October 5, 2015",Puja Patel,2015
Meow The Jewels,21145,http://www.pitchfork.com/reviews/albums/21145-meow-the-jewels/,Run the Jewels,7,"October 2, 2015",Ryan Dombal,2015
La Di Da Di,21140,http://www.pitchfork.com/reviews/albums/21140-la-di-da-di/,Battles,7.5,"October 2, 2015",Brandon Stosuy,2015
Hamilton: Original Broadway Cast Recording,21122,http://www.pitchfork.com/reviews/albums/21122-hamilton-original-broadway-cast-recording/,Various Artists,6.9,"October 2, 2015",Felipe Delerme,2015
Women‰Ûªs Rights,21019,http://www.pitchfork.com/reviews/albums/21019-womens-rights/,Childbirth,6.8,"October 2, 2015",Lindsay Hood,2015
Outfit of the Day,21048,http://www.pitchfork.com/reviews/albums/21048-outfit-of-the-day/,Moscow Club,7,"October 2, 2015",Patrick St. Michel,2015
New Bermuda,21022,http://www.pitchfork.com/reviews/albums/21022-new-bermuda/,Deafheaven,9,"October 1, 2015",Jayson Greene,2015
Big Grams,21166,http://www.pitchfork.com/reviews/albums/21166-big-grams/,Big Grams,6.4,"October 1, 2015",Jay Balfour,2015
Five Years 1969-1973,21066,http://www.pitchfork.com/reviews/albums/21066-five-years-1969-1973/,David Bowie,8.2,"October 1, 2015",Douglas Wolk,2015
90059,21094,http://www.pitchfork.com/reviews/albums/21094-90059/,Jay Rock,8,"October 1, 2015",Craig Jenkins,2015
The Light In You,20975,http://www.pitchfork.com/reviews/albums/20975-the-light-in-you/,Mercury Rev,7,"October 1, 2015",Stuart Berman,2015
Innocence & Decadence,20914,http://www.pitchfork.com/reviews/albums/20914-innocence-decadence/,Graveyard,7.4,"September 30, 2015",J. Edward Keyes,2015
After,21065,http://www.pitchfork.com/reviews/albums/21065-after/,Doe Paoro,7.4,"September 30, 2015",Joel Oliphint,2015
Fetty Wap,21043,http://www.pitchfork.com/reviews/albums/21043-fetty-wap/,Fetty Wap,7.6,"September 30, 2015",Meaghan Garvey,2015
Collapse,21077,http://www.pitchfork.com/reviews/albums/21077-collapse/,Drew McDowall,6.8,"September 30, 2015",Jason Heller,2015
A Curious Tale of Trials + Persons,21107,http://www.pitchfork.com/reviews/albums/21107-a-curious-tale-of-trials-persons/,Little Simz,7.8,"September 30, 2015",Jia Tolentino,2015
Dodge and Burn,21035,http://www.pitchfork.com/reviews/albums/21035-dodge-and-burn/,The Dead Weather,7.3,"September 29, 2015",Stuart Berman,2015
Rub,20950,http://www.pitchfork.com/reviews/albums/20950-rub/,Peaches,7,"September 29, 2015",Cameron Cook,2015
1000 Days,20995,http://www.pitchfork.com/reviews/albums/20995-1000-days/,Wand,7,"September 29, 2015",Jes Skolnik,2015
A Gathering Together,21068,http://www.pitchfork.com/reviews/albums/21068-a-gathering-together/,Ron Morelli,6.5,"September 29, 2015",Louis Pattison,2015
Unremembered,20854,http://www.pitchfork.com/reviews/albums/20854-unremembered/,Sarah Kirkland Snider,7.5,"September 29, 2015",Winston Cook-Wilson,2015
Blurse,21129,http://www.pitchfork.com/reviews/albums/21129-blurse/,Chevel,7.7,"September 28, 2015",Andrew Gaerig,2015
The Anderson.Paak EP,21049,http://www.pitchfork.com/reviews/albums/21049-the-anderson-paak-ep/,Anderson.Paak,7,"September 28, 2015",Marcus J. Moore,2015
Live & Grow,20893,http://www.pitchfork.com/reviews/albums/20893-live-grow/,Casey Veggies,5.7,"September 28, 2015",Matthew Strauss,2015
Harmlessness,21037,http://www.pitchfork.com/reviews/albums/21037-harmlessness/,The World Is a Beautiful Place & I Am No Longer Afraid to Die,7.9,"September 28, 2015",Evan Rytlewski,2015
Every Open Eye,21104,http://www.pitchfork.com/reviews/albums/21104-every-open-eye/,Chvrches,7.7,"September 28, 2015",Ian Cohen,2015
Caracal,21034,http://www.pitchfork.com/reviews/albums/21034-caracal/,Disclosure,6.6,"September 25, 2015",Meaghan Garvey,2015
1989,21101,http://www.pitchfork.com/reviews/albums/21101-1989/,Ryan Adams,4,"September 25, 2015",Mark Richardson,2015
Utakata no Hibi,21030,http://www.pitchfork.com/reviews/albums/21030-utakata-no-hibi/,Mariah,8.5,"September 25, 2015",Jakob Dorof,2015
Evermore: The Art of Duality,20998,http://www.pitchfork.com/reviews/albums/20998-evermore-the-art-of-duality/,The Underachievers,7.5,"September 25, 2015",Mosi Reeves,2015
100% Juice,21076,http://www.pitchfork.com/reviews/albums/21076-100-juice/,Juicy J,7.1,"September 25, 2015",Matthew Ramirez,2015
Slime Season,21099,http://www.pitchfork.com/reviews/albums/21099-slime-season/,Young Thug,7.6,"September 24, 2015",David Drake,2015
Da' Nic EP,21075,http://www.pitchfork.com/reviews/albums/21075-da-nic-ep/,T.I.,6.9,"September 24, 2015",Ernest Wilkins,2015
Everything Dies,21009,http://www.pitchfork.com/reviews/albums/21009-everything-dies/,Des Ark,7.5,"September 24, 2015",Evan Rytlewski,2015
Samantha,21059,http://www.pitchfork.com/reviews/albums/21059-samantha/,Toro Y Moi,7.5,"September 24, 2015",Eric Torres,2015
Good Sad Happy Bad,21069,http://www.pitchfork.com/reviews/albums/21069-good-sad-happy-bad/,Micachu and the Shapes,6.9,"September 24, 2015",Hazel Cills,2015
Jawbox,20892,http://www.pitchfork.com/reviews/albums/20892-jawbox/,Jawbox,7.6,"September 23, 2015",Brian Howe,2015
Negative Feedback Resistor,21073,http://www.pitchfork.com/reviews/albums/21073-negative-feedback-resistor/,Destruction Unit,6.6,"September 23, 2015",Sam Lefebvre,2015
Edition 1,21014,http://www.pitchfork.com/reviews/albums/21014-edition-1/,Fennesz / King Midas Sound,6.7,"September 23, 2015",Andy Beta,2015
Half Free,20978,http://www.pitchfork.com/reviews/albums/20978-half-free/,U.S. Girls,8,"September 23, 2015",Stuart Berman,2015
What a Time to Be Alive,21102,http://www.pitchfork.com/reviews/albums/21102-what-a-time-to-be-alive/,Drake / Future,7,"September 23, 2015",Sheldon Pearce,2015
b‰Ûªlieve i‰Ûªm goin down,20840,http://www.pitchfork.com/reviews/albums/20840-kurt-vile-blieve-im-goin-down/,Kurt Vile,8.4,"September 22, 2015",Mark Richardson,2015
Music Complete,21036,http://www.pitchfork.com/reviews/albums/21036-music-complete/,New Order,7.2,"September 22, 2015",T. Cole Rachel,2015
Allas Sak,20949,http://www.pitchfork.com/reviews/albums/20949-allas-sak/,Dungen,8,"September 22, 2015",Aaron Leitko,2015
Inevitable,21072,http://www.pitchfork.com/reviews/albums/21072-inevitable/,Natasha Kmeto,7.8,"September 22, 2015",Britt Julious,2015
"Dimming Awe, the Light Is Raw",21031,http://www.pitchfork.com/reviews/albums/21031-dimming-awe-the-light-is-raw/,Botany,7.2,"September 22, 2015",Eric Torres,2015
Honeymoon,21033,http://www.pitchfork.com/reviews/albums/21033-honeymoon/,Lana Del Rey,7.5,"September 21, 2015",Jessica Hopper,2015
"Yours, Dreamily",21064,http://www.pitchfork.com/reviews/albums/21064-yours-dreamily/,The Arcs,6.8,"September 21, 2015",Max Mertens,2015
Sleep,20987,http://www.pitchfork.com/reviews/albums/20987-sleep/,Max Richter,7,"September 21, 2015",Grayson Haver Currin,2015
Wasted Days,21084,http://www.pitchfork.com/reviews/albums/21084-wasted-days/,Sam Binga,7.4,"September 21, 2015",Andrew Gaerig,2015
Thirst Trap EP,20954,http://www.pitchfork.com/reviews/albums/20954-thirst-trap-ep/,DonMonique,6.8,"September 21, 2015",Anupa Mistry,2015
Acne/Ears,21046,http://www.pitchfork.com/reviews/albums/21046-acneears/,The Roadside Graves,6.9,"September 18, 2015",Ian Cohen,2015
Positive Energy,20994,http://www.pitchfork.com/reviews/albums/20994-positive-energy/,DiÌ_t,7,"September 18, 2015",Jes Skolnik,2015
Four Pink Walls EP,21074,http://www.pitchfork.com/reviews/albums/21074-four-pink-walls-ep/,Alessia Cara,6.6,"September 18, 2015",Jonah Bromwich,2015
Have You In My Wilderness,20825,http://www.pitchfork.com/reviews/albums/20825-have-you-in-my-wilderness/,Julia Holter,8.4,"September 18, 2015",Winston Cook-Wilson,2015
Mykki Blanco Presents C-ORE,20960,http://www.pitchfork.com/reviews/albums/20960-mykki-blanco-presents-c-ore/,Mykki Blanco / Various Artists,7,"September 18, 2015",Anupa Mistry,2015
Savage Hills Ballroom,21047,http://www.pitchfork.com/reviews/albums/21047-savage-hills-ballroom/,Youth Lagoon,7.2,"September 17, 2015",Ian Cohen,2015
"Imani, Vol. 1",20890,http://www.pitchfork.com/reviews/albums/20890-imani-vol-1/,Blackalicious,7.2,"September 17, 2015",Sheldon Pearce,2015
The Emissary,21015,http://www.pitchfork.com/reviews/albums/21015-the-emissary/,Jens-Uwe Beyer,6.8,"September 17, 2015",Philip Sherburne,2015
Kunk,21024,http://www.pitchfork.com/reviews/albums/21024-kunk/,Dope Body,7,"September 17, 2015",Jes Skolnik,2015
Meltframe,21027,http://www.pitchfork.com/reviews/albums/21027-meltframe/,Mary Halvorson,8,"September 17, 2015",Seth Colter Walls,2015
Rodeo,21016,http://www.pitchfork.com/reviews/albums/21016-rodeo/,Travis Scott,6,"September 16, 2015",Sheldon Pearce,2015
Thank You for Your Consideration,21067,http://www.pitchfork.com/reviews/albums/21067-thank-you-for-your-consideration/,Venetian Snares,7.4,"September 16, 2015",Nathan Reese,2015
Noctunes,21002,http://www.pitchfork.com/reviews/albums/21002-noctunes/,Willis Earl Beal,5.7,"September 16, 2015",Marcus J. Moore,2015
The Pattern of Electricity,21008,http://www.pitchfork.com/reviews/albums/21008-the-pattern-of-electricity/,Corrina Repp,6.6,"September 16, 2015",Evan Rytlewski,2015
Flying Basket,21007,http://www.pitchfork.com/reviews/albums/21007-flying-basket/,Merzbow / Jim O'Rourke / Akira Sakata / Chikamorachi,7.1,"September 16, 2015",Seth Colter Walls,2015
Pagans in Vegas,21006,http://www.pitchfork.com/reviews/albums/21006-pagans-in-vegas/,Metric,6,"September 15, 2015",Zoe Camp,2015
Wald,20880,http://www.pitchfork.com/reviews/albums/20880-wald/,Pole,7.6,"September 15, 2015",Philip Sherburne,2015
Parting Glances,21011,http://www.pitchfork.com/reviews/albums/21011-parting-glances/,Air Waves,6.7,"September 15, 2015",Sasha Geffen,2015
What the World Needs Now...,21058,http://www.pitchfork.com/reviews/albums/21058-what-the-world-needs-now/,Public Image Ltd.,6.8,"September 15, 2015",Marc Masters,2015
Sun Coming Down,20913,http://www.pitchfork.com/reviews/albums/20913-sun-coming-down/,Ought,8,"September 15, 2015",Stuart Berman,2015
Ones and Sixes,20982,http://www.pitchfork.com/reviews/albums/20982-ones-and-sixes/,Low,7.8,"September 14, 2015",Corbin Reiff,2015
Grind,20878,http://www.pitchfork.com/reviews/albums/20878-grind/,DJ Richard,8.1,"September 14, 2015",Philip Sherburne,2015
Cut With the Cake Knife,20912,http://www.pitchfork.com/reviews/albums/20912-cut-with-the-cake-knife/,Rose McDowall,7.7,"September 14, 2015",J. Edward Keyes,2015
Prom King,20977,http://www.pitchfork.com/reviews/albums/20977-prom-king/,Skylar Spence,7,"September 14, 2015",Hazel Cills,2015
Over and Even,20930,http://www.pitchfork.com/reviews/albums/20930-over-and-even/,Joan Shelley,7.8,"September 14, 2015",Grayson Haver Currin,2015
Black Dollar,21025,http://www.pitchfork.com/reviews/albums/21025-black-dollar/,Rick Ross,7.1,"September 11, 2015",Jayson Greene,2015
The Isley Brothers: The RCA Victor and T-Neck Album Masters,20989,http://www.pitchfork.com/reviews/albums/20989-the-isley-brothers-the-rca-victor-and-t-neck-album-masters/,The Isley Brothers,8.5,"September 11, 2015",Stephen Thomas Erlewine,2015
Southland Mission,20964,http://www.pitchfork.com/reviews/albums/20964-southland-mission/,Phil Cook,7.8,"September 11, 2015",Laura Snapes,2015
Ugly Cherries,20829,http://www.pitchfork.com/reviews/albums/20829-ugly-cherries/,PWR BTTM,7.5,"September 11, 2015",T. Cole Rachel,2015
Too,21063,http://www.pitchfork.com/reviews/albums/21063-fidlar-too/,FIDLAR,5.8,"September 11, 2015",Zach Kelly,2015
Ad Infinitum,20837,http://www.pitchfork.com/reviews/albums/20837-ad-infinitum/,Telekinesis,6.4,"September 10, 2015",Pat Healy,2015
Imagori,21005,http://www.pitchfork.com/reviews/albums/21005-imagori/,Mueller & Roedelius,6.4,"September 10, 2015",Nick Neyland,2015
HITNRUN Phase One,21026,http://www.pitchfork.com/reviews/albums/21026-hitnrun-phase-one/,Prince,4.5,"September 10, 2015",Seth Colter Walls,2015
La Vie Est Belle / Life Is Beautiful,21012,http://www.pitchfork.com/reviews/albums/21012-petite-noir-la-vie-est-belle-life-is-beautiful/,Petite Noir,7.7,"September 10, 2015",Miles Raymer,2015
Repentless,21001,http://www.pitchfork.com/reviews/albums/21001-repentless/,Slayer,6.8,"September 10, 2015",Andy O'Connor,2015
No No No,21003,http://www.pitchfork.com/reviews/albums/21003-no-no-no/,Beirut,6.7,"September 9, 2015",Winston Cook-Wilson,2015
The Original Faces,20962,http://www.pitchfork.com/reviews/albums/20962-the-original-faces/,Helen,6.9,"September 9, 2015",Zoe Camp,2015
I‰Ûªm a Lazy Son...But I‰Ûªm the Only Son EP,21004,http://www.pitchfork.com/reviews/albums/21004-im-a-lazy-sonbut-im-the-only-son-ep/,Lower,6.4,"September 9, 2015",Evan Rytlewski,2015
Till It‰Ûªs All Forgotten,20957,http://www.pitchfork.com/reviews/albums/20957-till-its-all-forgotten/,Farao,7.1,"September 9, 2015",Jes Skolnik,2015
Into the Air,20974,http://www.pitchfork.com/reviews/albums/20974-into-the-air/,Cold Beat,7.7,"September 9, 2015",Stuart Berman,2015
Me,20976,http://www.pitchfork.com/reviews/albums/20976-me/,Empress Of,8.2,"September 8, 2015",Stuart Berman,2015
Brace The Wave,20946,http://www.pitchfork.com/reviews/albums/20946-brace-the-wave/,Lou Barlow,7.1,"September 8, 2015",John Everhart,2015
Faith in the Future,20993,http://www.pitchfork.com/reviews/albums/20993-faith-in-the-future/,Craig Finn,6.3,"September 8, 2015",Stephen M. Deusner,2015
Artificial Dance,20953,http://www.pitchfork.com/reviews/albums/20953-artificial-dance/,Savant,7.8,"September 8, 2015",Philip Sherburne,2015
Welcome to JFK,20924,http://www.pitchfork.com/reviews/albums/20924-welcome-to-jfk/,Chinx,7.3,"September 8, 2015",Craig Jenkins,2015
When the Rainbow Disappears: An Anthology 1965-68,20992,http://www.pitchfork.com/reviews/albums/20992-when-the-rainbow-disappears-an-anthology-1965-68/,The Kitchen Cinq,7.6,"September 7, 2015",Corbin Reiff,2015
Apologues,20931,http://www.pitchfork.com/reviews/albums/20931-apologues/,Masayoshi Fujita,8.2,"September 7, 2015",Raymond Cummings,2015
All Yours,20986,http://www.pitchfork.com/reviews/albums/20986-all-yours/,Widowspeak,6.8,"September 7, 2015",Hazel Cills,2015
Challenge for a Civilized Society,20891,http://www.pitchfork.com/reviews/albums/20891-empire/,Unwound,7.8,"September 7, 2015",Evan Rytlewski,2015
Anthems for Doomed Youth,20881,http://www.pitchfork.com/reviews/albums/20881-anthems-for-doomed-youth/,The Libertines,7.7,"September 7, 2015",Laura Snapes,2015
Miley Cyrus and Her Dead Petz,21023,http://www.pitchfork.com/reviews/albums/21023-miley-cyrus-and-her-dead-petz/,Miley Cyrus,3,"September 4, 2015",Meaghan Garvey,2015
